ElementID,Name,Abstract Data Type,Data Type Semantics,Status,Description,Units,Range,References,Requester,Revision,Date
286,anonymizationTechnique,unsigned16,identifier,current,"A description of the anonymization technique applied
to a referenced Information Element within a referenced Template.
Each technique may be applicable only to certain Information
Elements and recommended only for certain Infomation Elements;
these restrictions are noted in the table below.

            
            
+-------+---------------------------+-----------------+-------------+
| Value | Description               | Applicable to   | Recommended |
|       |                           |                 | for         |
+-------+---------------------------+-----------------+-------------+
| 0     | Undefined: the Exporting  | all             | all         |
|       | Process makes no          |                 |             |
|       | representation as to      |                 |             |
|       | whether the defined field |                 |             |
|       | is anonymized or not.     |                 |             |
|       | While the Collecting      |                 |             |
|       | Process MAY assume that   |                 |             |
|       | the field is not          |                 |             |
|       | anonymized, it is not     |                 |             |
|       | guaranteed not to be.     |                 |             |
|       | This is the default       |                 |             |
|       | anonymization technique.  |                 |             |
| 1     | None: the values exported | all             | all         |
|       | are real.                 |                 |             |
| 2     | Precision                 | all             | all         |
|       | Degradation/Truncation:   |                 |             |
|       | the values exported are   |                 |             |
|       | anonymized using simple   |                 |             |
|       | precision degradation or  |                 |             |
|       | truncation.  The new      |                 |             |
|       | precision or number of    |                 |             |
|       | truncated bits is         |                 |             |
|       | implicit in the exported  |                 |             |
|       | data, and can be deduced  |                 |             |
|       | by the Collecting         |                 |             |
|       | Process.                  |                 |             |
| 3     | Binning: the values       | all             | all         |
|       | exported are anonymized   |                 |             |
|       | into bins.                |                 |             |
| 4     | Enumeration: the values   | all             | timestamps  |
|       | exported are anonymized   |                 |             |
|       | by enumeration.           |                 |             |
| 5     | Permutation: the values   | all             | identifiers |
|       | exported are anonymized   |                 |             |
|       | by permutation.           |                 |             |
| 6     | Structured Permutation:   | addresses       |             |
|       | the values exported are   |                 |             |
|       | anonymized by             |                 |             |
|       | permutation, preserving   |                 |             |
|       | bit-level structure as    |                 |             |
|       | appropriate; this         |                 |             |
|       | represents                |                 |             |
|       | prefix-preserving IP      |                 |             |
|       | address anonymization or  |                 |             |
|       | structured MAC address    |                 |             |
|       | anonymization.            |                 |             |
| 7     | Reverse Truncation: the   | addresses       |             |
|       | values exported are       |                 |             |
|       | anonymized using reverse  |                 |             |
|       | truncation.  The number   |                 |             |
|       | of truncated bits is      |                 |             |
|       | implicit in the exported  |                 |             |
|       | data, and can be deduced  |                 |             |
|       | by the Collecting         |                 |             |
|       | Process.                  |                 |             |
| 8     | Noise: the values         | non-identifiers | counters    |
|       | exported are anonymized   |                 |             |
|       | by adding random noise to |                 |             |
|       | each value.               |                 |             |
| 9     | Offset: the values        | all             | timestamps  |
|       | exported are anonymized   |                 |             |
|       | by adding a single offset |                 |             |
|       | to all values.            |                 |             |
+-------+---------------------------+-----------------+-------------+",,,,[RFC6235],0,2013-02-18
287,informationElementIndex,unsigned16,identifier,current,"A zero-based index of an Information Element
referenced by informationElementId within a Template referenced by
templateId; used to disambiguate scope for templates containing
multiple identical Information Elements.",,,,[RFC6235],0,2013-02-18
288,p2pTechnology,string,default,current,"Specifies if the Application ID is based on peer-to-peer
technology. 

            
            
              
Possible values are: { ""yes"", ""y"", 1 }, 
{ ""no"", ""n"", 2 } and { ""unassigned"", ""u"", 0 }.",,,,[RFC6759],0,2013-02-18
289,tunnelTechnology,string,default,current,"Specifies if the Application ID is used as a tunnel technology.

            
            
              
Possible values are: { ""yes"", ""y"", 1 }, { ""no"", ""n"", 2 } and 
{ ""unassigned"", ""u"", 0 }.",,,,[RFC6759],0,2013-02-18
290,encryptedTechnology,string,default,current,"Specifies if the Application ID is an encrypted networking
protocol. 

            
            
              Possible values are: { ""yes"", ""y"", 1 }, 
{ ""no"", ""n"", 2 } and { ""unassigned"", ""u"", 0 }.",,,,[RFC6759],0,2013-02-18
291,basicList,basicList,list,current,"Specifies a generic Information Element with a basicList abstract
data type.  For example, a list of port numbers, a list of
interface indexes, etc.",,,,[RFC6313],0,2013-02-18
292,subTemplateList,subTemplateList,list,current,"Specifies a generic Information Element with a subTemplateList
abstract data type.",,,,[RFC6313],0,2013-02-18
293,subTemplateMultiList,subTemplateMultiList,list,current,"Specifies a generic Information Element with a
subTemplateMultiList abstract data type.",,,,[RFC6313],0,2013-02-18
294,bgpValidityState,unsigned8,identifier,current,"This element describes the ""validity state"" of the BGP route correspondent source or destination IP address. If the ""validity state"" for this Flow is only available, then the value of this Information Element is 255.",,,"See [RFC4271] for a description of BGP-4, 
[RFC6811] for the
definition of ""validity states"" and 
[draft-ietf-sidr-origin-validation-signaling] 
for the encoding of those ""validity states"".",[ipfix-iana_at_cisco.com],0,2013-02-18
295,IPSecSPI,unsigned32,identifier,current,IPSec Security Parameters Index (SPI).,,,See [RFC2401] for the definition of SPI.,[ipfix-iana_at_cisco.com],0,2013-02-18
296,greKey,unsigned32,identifier,current,"GRE key, which is used for identifying an individual traffic flow within a tunnel.",,,See [RFC1701] for the definition of GRE and the GRE Key.,[ipfix-iana_at_cisco.com],0,2013-02-18
297,natType,unsigned8,identifier,current,"The type of NAT treatment:

            
            
              
0 unknown

            
            
              
1 NAT44 translated

            
            
              
2 NAT64 translated

            
            
              
3 NAT46 translated

            
            
              
4 IPv4-->IPv4 (no NAT)

            
            
              
5 NAT66 translated

            
            
              
6 IPv6-->IPv6 (no NAT)",,,"See [RFC3022] for the definition of NAT.
See [RFC1631] for the definition of NAT44.
See [RFC6144] for the definition of NAT64.
See [RFC6146] for the definition of NAT46.
See [RFC6296] for the definition of NAT66.
See [RFC791] for the definition of IPv4.
See [RFC8200] for the definition of IPv6.",[ipfix-iana_at_cisco.com],0,2013-02-18
298,initiatorPackets,unsigned64,deltaCounter,current,"The total number of layer 4 packets in a flow from the initiator 
since the previous report. The initiator is the device which 
triggered the session creation, and remains the same for the life 
of the session.",packets,,"See #231, initiatorOctets.",[ipfix-iana_at_cisco.com],1,2014-08-13
299,responderPackets,unsigned64,deltaCounter,current,"The total number of layer 4 packets in a flow from the responder 
since the previous report. The responder is the device which 
replies to the initiator, and remains the same for the life of the 
session.",packets,,"See #232, responderOctets.",[ipfix-iana_at_cisco.com],1,2014-08-13
300,observationDomainName,string,default,current,"The name of an observation domain identified by an
observationDomainId.",,,"See #149, observationDomainId.",[ipfix-iana_at_cisco.com],0,2013-02-18
301,selectionSequenceId,unsigned64,identifier,current,"From all the packets observed at an Observation Point, a subset of
the packets is selected by a sequence of one or more Selectors.
The selectionSequenceId is a unique value per Observation Domain,
specifying the Observation Point and the sequence of Selectors
through which the packets are selected.",,,,[RFC5477],0,2013-02-18
302,selectorId,unsigned64,identifier,current,"The Selector ID is the unique ID identifying a Primitive Selector.
Each Primitive Selector must have a unique ID in the Observation
Domain.",,,,"[RFC5477][RFC Errata 
          2052]",0,2013-02-18
303,informationElementId,unsigned16,identifier,current,"This Information Element contains the ID of another Information
Element.",,,,[RFC5477],0,2013-02-18
304,selectorAlgorithm,unsigned16,identifier,current,"This Information Element identifies the packet selection methods
(e.g., Filtering, Sampling) that are applied by the Selection
Process.

            
            
              
Most of these methods have parameters.  Further Information
Elements are needed to fully specify packet selection with these
methods and all their parameters.

            
            
              
The methods listed below are defined in [RFC5475].  For their parameters, Information Elements are defined in
the information model document.  The names of these Information
Elements are listed for each method identifier.

            
            
              
Further method identifiers may be added to the list below.  It
might be necessary to define new Information Elements to specify
their parameters.

            
            
              
The selectorAlgorithm registry is maintained by IANA.  New
assignments for the registry will be administered by IANA, and
are subject to Expert Review [RFC8126].

            
            
              
The registry can be updated when specifications of the new
method(s) and any new Information Elements are provided.

            
            
              
The group of experts must double check the selectorAlgorithm
definitions and Information Elements with already defined
selectorAlgorithms and Information Elements for completeness,
accuracy, and redundancy.  Those experts will initially be drawn
from the Working Group Chairs and document editors of the IPFIX
and PSAMP Working Groups.

            
            
              
The following packet selection methods identifiers are defined
here:

            
            
              
[IANA registry psamp-parameters]

            
            
              
There is a broad variety of possible parameters that could be used
for Property match Filtering (5) but currently there are no agreed
parameters specified.",,,,[RFC5477],0,2013-02-18
305,samplingPacketInterval,unsigned32,quantity,current,"This Information Element specifies the number of packets that are
consecutively sampled.  A value of 100 means that 100
consecutive packets are sampled.

            
            
              
For example, this Information Element may be used to describe the
configuration of a systematic count-based Sampling Selector.",packets,,,[RFC5477],0,2013-02-18
306,samplingPacketSpace,unsigned32,quantity,current,"This Information Element specifies the number of packets between
two ""samplingPacketInterval""s.  A value of 100 means that the next
interval starts 100 packets (which are not sampled) after the
current ""samplingPacketInterval"" is over.

            
            
              
For example, this Information Element may be used to describe the
configuration of a systematic count-based Sampling Selector.",packets,,,[RFC5477],0,2013-02-18
307,samplingTimeInterval,unsigned32,quantity,current,"This Information Element specifies the time interval in
microseconds during which all arriving packets are sampled.

            
            
              
For example, this Information Element may be used to describe the
configuration of a systematic time-based Sampling Selector.",microseconds,,,[RFC5477],0,2013-02-18
308,samplingTimeSpace,unsigned32,quantity,current,"This Information Element specifies the time interval in
microseconds between two ""samplingTimeInterval""s.  A value of 100
means that the next interval starts 100 microseconds (during which
no packets are sampled) after the current ""samplingTimeInterval""
is over.

            
            
              
For example, this Information Element may used to describe the
configuration of a systematic time-based Sampling Selector.",microseconds,,,[RFC5477],0,2013-02-18
309,samplingSize,unsigned32,quantity,current,"This Information Element specifies the number of elements taken
from the parent Population for random Sampling methods.

            
            
              
For example, this Information Element may be used to describe the
configuration of a random n-out-of-N Sampling Selector.",packets,,,[RFC5477],0,2013-02-18
310,samplingPopulation,unsigned32,quantity,current,"This Information Element specifies the number of elements in the
parent Population for random Sampling methods.

            
            
              
For example, this Information Element may be used to describe the
configuration of a random n-out-of-N Sampling Selector.",packets,,,[RFC5477],0,2013-02-18
311,samplingProbability,float64,quantity,current,"This Information Element specifies the probability that a packet
is sampled, expressed as a value between 0 and 1.  The probability
is equal for every packet.  A value of 0 means no packet was
sampled since the probability is 0.

            
            
              
For example, this Information Element may be used to describe the
configuration of a uniform probabilistic Sampling Selector.",,,,[RFC5477],0,2013-02-18
312,dataLinkFrameSize,unsigned16,quantity,current,"This Information Element specifies the length of the selected data
link frame.

            
            
              
The data link layer is defined in [ISO/IEC.7498-1:1994].",,,[ISO/IEC.7498-1:1994],[RFC7133],1,2014-01-11
313,ipHeaderPacketSection,octetArray,default,current,"This Information Element carries a series of n octets from the IP
header of a sampled packet, starting sectionOffset octets into the
IP header.

            
            
              
However, if no sectionOffset field corresponding to this
Information Element is present, then a sectionOffset of zero
applies, and the octets MUST be from the start of the IP header.

            
            
              
With sufficient length, this element also reports octets from the
IP payload.  However, full packet capture of arbitrary packet
streams is explicitly out of scope per the Security Considerations
sections of [RFC5477] and [RFC2804].

            
            
              
The sectionExportedOctets expresses how much data was exported,
while the remainder is padding.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element exists, this Information Element MAY have a
fixed length and MAY be padded, or it MAY have a variable length.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element does not exist, this Information Element
SHOULD have a variable length and MUST NOT be padded.  In this
case, the size of the exported section may be constrained due to
limitations in the IPFIX protocol.",,,"[RFC2804]
[RFC5477]",[RFC5477][RFC7133],1,2014-01-11
314,ipPayloadPacketSection,octetArray,default,current,"This Information Element carries a series of n octets from the IP
payload of a sampled packet, starting sectionOffset octets into
the IP payload.

            
            
              
However, if no sectionOffset field corresponding to this
Information Element is present, then a sectionOffset of zero
applies, and the octets MUST be from the start of the IP payload.

            
            
              
The IPv4 payload is that part of the packet that follows the IPv4
header and any options, which [RFC791] refers to as ""data"" or
""data octets"".  For example, see the examples in [RFC791],
Appendix A.

            
            
              
The IPv6 payload is the rest of the packet following the 40-octet
IPv6 header.  Note that any extension headers present are
considered part of the payload.  See [RFC8200] for the IPv6
specification.

            
            
              
The sectionExportedOctets expresses how much data was observed,
while the remainder is padding.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element exists, this Information Element MAY have a
fixed length and MAY be padded, or MAY have a variable length.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element does not exist, this Information Element
SHOULD have a variable length and MUST NOT be padded.  In this
case, the size of the exported section may be constrained due to
limitations in the IPFIX protocol.",,,"[RFC791]
[RFC8200]",[RFC5477][RFC7133],1,2014-01-11
315,dataLinkFrameSection,octetArray,default,current,"This Information Element carries n octets from the data link frame
of a selected frame, starting sectionOffset octets into the frame.

            
            
              
However, if no sectionOffset field corresponding to this
Information Element is present, then a sectionOffset of zero
applies, and the octets MUST be from the start of the data link
frame.

            
            
              
The sectionExportedOctets expresses how much data was observed,
while the remainder is padding.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element exists, this Information Element MAY have a
fixed length and MAY be padded, or MAY have a variable length.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element does not exist, this Information Element
SHOULD have a variable length and MUST NOT be padded.  In this
case, the size of the exported section may be constrained due to
limitations in the IPFIX protocol.

            
            
              
Further Information Elements, i.e., dataLinkFrameType and
dataLinkFrameSize, are needed to specify the data link type and the
size of the data link frame of this Information Element.  A set of
these Information Elements MAY be contained in a structured data
type, as expressed in [RFC6313].  Or a set of these Information
Elements MAY be contained in one Flow Record as shown in Appendix
B of [RFC7133].

            
            
              
The data link layer is defined in [ISO/IEC.7498-1:1994].",,,"[RFC6313]
[RFC7133]
[ISO/IEC.7498-1:1994]",[RFC7133],1,2014-01-11
316,mplsLabelStackSection,octetArray,default,current,"This Information Element carries a series of n octets from the
MPLS label stack of a sampled packet, starting sectionOffset
octets into the MPLS label stack.

            
            
              
However, if no sectionOffset field corresponding to this
Information Element is present, then a sectionOffset of zero
applies, and the octets MUST be from the head of the MPLS label
stack.

            
            
              
With sufficient length, this element also reports octets from the
MPLS payload.  However, full packet capture of arbitrary packet
streams is explicitly out of scope per the Security Considerations
sections of [RFC5477] and [RFC2804].

            
            
              
See [RFC3031] for the specification of MPLS packets.

            
            
              
See [RFC3032] for the specification of the MPLS label stack.

            
            
              
The sectionExportedOctets expresses how much data was observed,
while the remainder is padding.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element exists, this Information Element MAY have a
fixed length and MAY be padded, or MAY have a variable length.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element does not exist, this Information Element
SHOULD have a variable length and MUST NOT be padded.  In this
case, the size of the exported section may be constrained due to
limitations in the IPFIX protocol.",,,"[RFC2804]
[RFC3031]
[RFC3032]
[RFC5477]",[RFC5477][RFC7133],1,2014-01-11
317,mplsPayloadPacketSection,octetArray,default,current,"The mplsPayloadPacketSection carries a series of n octets from the
MPLS payload of a sampled packet, starting sectionOffset octets
into the MPLS payload, as it is data that follows immediately after
the MPLS label stack.

            
            
              
However, if no sectionOffset field corresponding to this
Information Element is present, then a sectionOffset of zero
applies, and the octets MUST be from the start of the MPLS
payload.

            
            
              
See [RFC3031] for the specification of MPLS packets.

            
            
              
See [RFC3032] for the specification of the MPLS label stack.

            
            
              
The sectionExportedOctets expresses how much data was observed,
while the remainder is padding.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element exists, this Information Element MAY have a
fixed length and MAY be padded, or it MAY have a variable length.

            
            
              
When the sectionExportedOctets field corresponding to this
Information Element does not exist, this Information Element
SHOULD have a variable length and MUST NOT be padded.  In this
case, the size of the exported section may be constrained due to
limitations in the IPFIX protocol.",,,"[RFC3031]
[RFC3032]",[RFC5477][RFC7133],1,2014-01-11
318,selectorIdTotalPktsObserved,unsigned64,totalCounter,current,"This Information Element specifies the total number of packets
observed by a Selector, for a specific value of SelectorId.

            
            
              
This Information Element should be used in an Options Template
scoped to the observation to which it refers.  See Section 3.4.2.1
of the IPFIX protocol document [RFC7011].",packets,,,[RFC5477],0,2013-02-18
319,selectorIdTotalPktsSelected,unsigned64,totalCounter,current,"This Information Element specifies the total number of packets
selected by a Selector, for a specific value of SelectorId.

            
            
              
This Information Element should be used in an Options Template
scoped to the observation to which it refers.  See Section 3.4.2.1
of the IPFIX protocol document [RFC7011].",packets,,,[RFC5477],0,2013-02-18
320,absoluteError,float64,quantity,current,"This Information Element specifies the maximum possible
measurement error of the reported value for a given Information
Element.  The absoluteError has the same unit as the Information
Element with which it is associated.  The real value of the metric can
differ by absoluteError (positive or negative) from the measured
value.

            
            
              
This Information Element provides only the error for measured
values.  If an Information Element contains an estimated value
(from Sampling), the confidence boundaries and confidence level
have to be provided instead, using the upperCILimit, lowerCILimit, 
and confidenceLevel Information Elements.

            
            
              
This Information Element should be used in an Options Template
scoped to the observation to which it refers.  See Section 3.4.2.1
of the IPFIX protocol document [RFC7011].",inferred,,,[RFC5477],1,2018-06-13
321,relativeError,float64,quantity,current,"This Information Element specifies the maximum possible positive
or negative error ratio for the reported value for a given
Information Element as percentage of the measured value.  The real
value of the metric can differ by relativeError percent (positive
or negative) from the measured value.

            
            
              
This Information Element provides only the error for measured
values.  If an Information Element contains an estimated value
(from Sampling), the confidence boundaries and confidence level
have to be provided instead, using the upperCILimit, lowerCILimit, 
and confidenceLevel Information Elements.

            
            
              
This Information Element should be used in an Options Template
scoped to the observation to which it refers.  See Section 3.4.2.1
of the IPFIX protocol document [RFC7011].",,,,[RFC5477],0,2013-02-18
322,observationTimeSeconds,dateTimeSeconds,default,current,"This Information Element specifies the absolute time in seconds of
an observation.",seconds,,,[RFC5477],1,2014-02-03
323,observationTimeMilliseconds,dateTimeMilliseconds,default,current,"This Information Element specifies the absolute time in
milliseconds of an observation.",milliseconds,,,[RFC5477],1,2014-02-03
324,observationTimeMicroseconds,dateTimeMicroseconds,default,current,"This Information Element specifies the absolute time in
microseconds of an observation.",microseconds,,,[RFC5477],1,2014-02-03
325,observationTimeNanoseconds,dateTimeNanoseconds,default,current,"This Information Element specifies the absolute time in
nanoseconds of an observation.",nanoseconds,,,[RFC5477],1,2014-02-03
326,digestHashValue,unsigned64,quantity,current,"This Information Element specifies the value from the digest hash
function.

See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],0,2013-02-18
327,hashIPPayloadOffset,unsigned64,quantity,current,"This Information Element specifies the IP payload offset used by a
Hash-based Selection Selector.

See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],0,2013-02-18
328,hashIPPayloadSize,unsigned64,quantity,current,"This Information Element specifies the IP payload size used by a
Hash-based Selection Selector.  See also Sections 6.2, 3.8 and 7.1 of
[RFC5475].",,,,[RFC5477],0,2013-02-18
329,hashOutputRangeMin,unsigned64,quantity,current,"This Information Element specifies the value for the beginning of
a hash function's potential output range.

            
            
              
See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],0,2013-02-18
330,hashOutputRangeMax,unsigned64,quantity,current,"This Information Element specifies the value for the end of a hash
function's potential output range.

            
            
              
See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],0,2013-02-18
331,hashSelectedRangeMin,unsigned64,quantity,current,"This Information Element specifies the value for the beginning of
a hash function's selected range.

            
            
              
See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],0,2013-02-18
332,hashSelectedRangeMax,unsigned64,quantity,current,"This Information Element specifies the value for the end of a hash
function's selected range.

            
            
              
See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],0,2013-02-18
333,hashDigestOutput,boolean,default,current,"This Information Element contains a boolean value that is TRUE if
the output from this hash Selector has been configured to be
included in the packet report as a packet digest, else FALSE.

            
            
              
See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],1,2014-02-03
334,hashInitialiserValue,unsigned64,quantity,current,"This Information Element specifies the initialiser value to the
hash function.

            
            
              
See also Sections 6.2, 3.8 and 7.1 of [RFC5475].",,,,[RFC5477],0,2013-02-18
335,selectorName,string,default,current,"The name of a selector identified by a selectorID.  Globally 
unique per Metering Process.",,,,[ipfix-iana_at_cisco.com],0,2013-02-18
336,upperCILimit,float64,quantity,current,"This Information Element specifies the upper limit of a confidence
interval.  It is used to provide an accuracy statement for an
estimated value.  The confidence limits define the range in which
the real value is assumed to be with a certain probability p.
Confidence limits always need to be associated with a confidence
level that defines this probability p.  Please note that a
confidence interval only provides a probability that the real
value lies within the limits.  That means the real value can lie
outside the confidence limits.

            
            
              
The upperCILimit, lowerCILimit, and confidenceLevel Information
Elements should all be used in an Options Template scoped to the
observation to which they refer.  See Section 3.4.2.1 of the IPFIX
protocol document [RFC7011].

            
            
              
Note that the upperCILimit, lowerCILimit, and confidenceLevel are
all required to specify confidence, and should be disregarded
unless all three are specified together.",,,,[RFC5477],0,2013-02-18
337,lowerCILimit,float64,quantity,current,"This Information Element specifies the lower limit of a confidence
interval.  For further information, see the description of
upperCILimit.

            
            
              
The upperCILimit, lowerCILimit, and confidenceLevel Information
Elements should all be used in an Options Template scoped to the
observation to which they refer.  See Section 3.4.2.1 of the IPFIX
protocol document [RFC7011].

            
            
              
Note that the upperCILimit, lowerCILimit, and confidenceLevel are
all required to specify confidence, and should be disregarded
unless all three are specified together.",,,,[RFC5477],0,2013-02-18
338,confidenceLevel,float64,quantity,current,"This Information Element specifies the confidence level.  It is
used to provide an accuracy statement for estimated values.  The
confidence level provides the probability p with which the real
value lies within a given range.  A confidence level always needs
to be associated with confidence limits that define the range in
which the real value is assumed to be.

            
            
              
The upperCILimit, lowerCILimit, and confidenceLevel Information
Elements should all be used in an Options Template scoped to the
observation to which they refer.  See Section 3.4.2.1 of the IPFIX
protocol document [RFC7011].

            
            
              
Note that the upperCILimit, lowerCILimit, and confidenceLevel are
all required to specify confidence, and should be disregarded
unless all three are specified together.",,,,[RFC5477],0,2013-02-18
339,informationElementDataType,unsigned8,,current,"A description of the abstract data type of an IPFIX
information element.These are taken from the abstract data types
defined in section 3.1 of the IPFIX Information Model [RFC5102];
see that section for more information on the types described
in the informationElementDataType sub-registry.

            
            
              
These types are registered in the IANA IPFIX Information Element
Data Type subregistry.  This subregistry is intended to assign
numbers for type names, not to provide a mechanism for adding data
types to the IPFIX Protocol, and as such requires a Standards
Action [RFC8126] to modify.",,,,[RFC5610],0,2013-02-18
340,informationElementDescription,string,default,current,"A UTF-8 [RFC3629] encoded Unicode string containing a
human-readable description of an Information Element.  The content
of the informationElementDescription MAY be annotated with one or
more language tags [RFC4646], encoded in-line [RFC2482] within the
UTF-8 string, in order to specify the language in which the
description is written.  Description text in multiple languages
MAY tag each section with its own language tag; in this case, the
description information in each language SHOULD have equivalent
meaning.  In the absence of any language tag, the ""i-default""
[RFC2277] language SHOULD be assumed.  See the Security
Considerations section for notes on string handling for
Information Element type records.",,,,[RFC5610],0,2013-02-18
341,informationElementName,string,default,current,"A UTF-8 [RFC3629] encoded Unicode string containing
the name of an Information Element, intended as a simple
identifier.  See the Security Considerations section for notes on
string handling for Information Element type records",,,,[RFC5610],0,2013-02-18
342,informationElementRangeBegin,unsigned64,quantity,current,"Contains the inclusive low end of the range of
acceptable values for an Information Element.",,,,[RFC5610],0,2013-02-18
343,informationElementRangeEnd,unsigned64,quantity,current,"Contains the inclusive high end of the range of
acceptable values for an Information Element.",,,,[RFC5610],0,2013-02-18
344,informationElementSemantics,unsigned8,,current,"A description of the semantics of an IPFIX Information
Element.  These are taken from the data type semantics defined in
section 3.2 of the IPFIX Information Model [RFC5102]; see that
section for more information on the types defined in the informationElementSemantics sub-registry.  This
field may take the values in Table ; the special value 0x00
(default) is used to note that no semantics apply to the field; it
cannot be manipulated by a Collecting Process or File Reader that
does not understand it a priori.

            
            
              
These semantics are registered in the IANA IPFIX Information
Element Semantics subregistry.  This subregistry is intended to
assign numbers for semantics names, not to provide a mechanism for
adding semantics to the IPFIX Protocol, and as such requires a
Standards Action [RFC8126] to modify.",,,,[RFC5610],0,2013-02-18
345,informationElementUnits,unsigned16,,current,"A description of the units of an IPFIX Information
Element.  These correspond to the units implicitly defined in the
Information Element definitions in section 5 of the IPFIX
Information Model [RFC5102]; see that section for more information
on the types described in the informationElementsUnits sub-registry.  This field may take the values in
Table 3 below; the special value 0x00 (none) is used to note that
the field is unitless.

            
            
              
These types are registered in the IANA IPFIX Information Element
Units subregistry; new types may be added on a First Come First
Served [RFC8126] basis.",,,,[RFC5610],0,2013-02-18
346,privateEnterpriseNumber,unsigned32,identifier,current,"A private enterprise number, as assigned by IANA.
Within the context of an Information Element Type record, this
element can be used along with the informationElementId element to
scope properties to a specific Information Element.  To export
type information about an IANA-assigned Information Element, set
the privateEnterpriseNumber to 0, or do not export the
privateEnterpriseNumber in the type record.  To export type
information about an enterprise-specific Information Element,
export the enterprise number in privateEnterpriseNumber, and
export the Information Element number with the Enterprise bit
cleared in informationElementId.  The Enterprise bit in the
associated informationElementId Information Element MUST be
ignored by the Collecting Process.",,,,[RFC5610],0,2013-02-18
347,virtualStationInterfaceId,octetArray,default,current,"Instance Identifier of the interface to a Virtual Station. A Virtual 
Station is an end station instance: it can be a virtual machine or a 
physical host.",,,See IEEE 802.1Qbg for the definition of Virtual Station Interface ID.,[ipfix-iana_at_cisco.com],1,2014-02-03
348,virtualStationInterfaceName,string,default,current,"Name of the interface to a Virtual Station. A Virtual Station is an end station 
instance: it can be a virtual machine or a physical host.",,,See IEEE 802.1Qbg for the definition of Virtual Station Interface.,[ipfix-iana_at_cisco.com],1,2014-02-03
349,virtualStationUUID,octetArray,default,current,"Unique Identifier of a Virtual Station. A Virtual Station is an end station 
instance: it can be a virtual machine or a physical host.",,,See IEEE 802.1Qbg for the definition of Virtual Station.,[ipfix-iana_at_cisco.com],1,2014-02-03
350,virtualStationName,string,default,current,"Name of a Virtual Station. A Virtual Station is an end station 
instance: it can be a virtual machine or a physical host.",,,See IEEE 802.1Qbg for the definition of Virtual Station.,[ipfix-iana_at_cisco.com],0,2013-02-18
351,layer2SegmentId,unsigned64,identifier,current,"Identifier of a layer 2 network segment in an overlay network. 
The most significant byte identifies the layer 2 network 
overlay network encapsulation type:

            
            
              
0x00 reserved

            
            
              
0x01 VxLAN

            
            
              
0x02 NVGRE

            
            
              
The three lowest significant bytes
hold the value of the layer 2
overlay network segment identifier.

            
            
              
For example:

            
            
              
- a 24 bit segment ID VXLAN Network
Identifier (VNI)

            
            
              
- a 24 bit Tenant Network Identifier
(TNI) for NVGRE",,,"See VxLAN RFC at [RFC7348]

            
            
              
See NVGRE RFC at [RFC7637]",[ipfix-iana_at_cisco.com],0,2013-02-18
352,layer2OctetDeltaCount,unsigned64,deltaCounter,current,"The number of layer 2 octets since the previous report (if any) in
incoming packets for this Flow at the Observation Point.  The
number of octets includes layer 2 header(s) and layer 2 payload.
# memo: layer 2 version of octetDeltaCount (field #1)",octets,,,[ipfix-iana_at_cisco.com],1,2014-05-02
353,layer2OctetTotalCount,unsigned64,totalCounter,current,"The total number of layer 2 octets in incoming packets for this
Flow at the Observation Point since the Metering Process
(re-)initialization for this Observation Point.  The number of
octets includes layer 2 header(s) and layer 2 payload.
# memo: layer 2 version of octetTotalCount (field #85)",octets,,,[ipfix-iana_at_cisco.com],1,2014-05-02
354,ingressUnicastPacketTotalCount,unsigned64,totalCounter,current,"The total number of incoming unicast packets metered at the 
Observation Point since the Metering Process (re-)initialization 
for this Observation Point.",packets,,,[ipfix-iana_at_cisco.com],0,2013-02-18
355,ingressMulticastPacketTotalCount,unsigned64,totalCounter,current,"The total number of incoming multicast packets metered at the 
Observation Point since the Metering Process (re-)initialization 
for this Observation Point.",packets,,,[ipfix-iana_at_cisco.com],0,2013-02-18
356,ingressBroadcastPacketTotalCount,unsigned64,totalCounter,current,"The total number of incoming broadcast packets metered at the 
Observation Point since the Metering Process (re-)initialization 
for this Observation Point.",packets,,,[ipfix-iana_at_cisco.com],0,2013-02-18
357,egressUnicastPacketTotalCount,unsigned64,totalCounter,current,"The total number of incoming unicast packets metered at the 
Observation Point since the Metering Process (re-)initialization 
for this Observation Point.",packets,,,[ipfix-iana_at_cisco.com],0,2013-02-18
